timeindex,demand_el,demand_th,demand_bev,demand_hp
2012-01-01T00:00:00Z,0.0162661066911486,0.4012952149005064,0.1712753492352201,0.0
2012-01-01T01:00:00Z,0.0158530057092785,0.4012952149005064,0.1712753492352201,0.40145589499032097
2012-01-01T02:00:00Z,0.0154938969466322,0.3874574488694545,0.1712753492352201,0.38761360443141035
2012-01-01T03:00:00Z,0.0154055011845143,0.3736196828384025,0.1712753492352201,0.37376863489232576
2012-01-01T04:00:00Z,0.15205168590589,0.3736196828384025,0.1712753492352201,0.37376863489232576
2012-01-01T05:00:00Z,0.1504319584908637,0.3736196828384025,0.0,0.37376863489232576
2012-01-01T06:00:00Z,0.1530696939850392,0.3597819168073506,0.0,0.3599263443334152
2012-01-01T07:00:00Z,0.1578404491386499,0.0,0.0,0.0
2012-01-01T08:00:00Z,0.0166479488136697,0.0,0.102705094585655,0.0
2012-01-01T09:00:00Z,0.1738101547200369,0.0,0.102705094585655,0.0
2012-01-01T10:00:00Z,0.0018301255418058,0.0,0.102705094585655,0.0
2012-01-01T11:00:00Z,0.1852922245710951,0.0,0.102705094585655,0.0
2012-01-01T12:00:00Z,0.1816781294529416,0.0,0.102705094585655,0.0
2012-01-01T13:00:00Z,0.0179083129150778,0.0,0.102705094585655,0.0
2012-01-01T14:00:00Z,0.0017882444662079,0.0,0.102705094585655,0.0
2012-01-01T15:00:00Z,0.0187443875403588,0.0,0.102705094585655,0.0
2012-01-01T16:00:00Z,0.0002013110486996,0.0,0.0,0.0
2012-01-01T17:00:00Z,0.2047670578738195,0.3597819168073506,0.1369706192075646,0.3599263443334152
2012-01-01T18:00:00Z,0.2009834122275385,0.4012952149005064,0.1369706192075646,0.40145589499032097
2012-01-01T19:00:00Z,0.1937170001837591,0.249079788558935,0.1369706192075646,0.2491799829216085
2012-01-01T20:00:00Z,0.1880124737418532,0.3044308526831428,0.1369706192075646,0.3045518241374249
2012-01-01T21:00:00Z,0.0018577200420101,0.3874574488694545,0.1712753492352201,0.38761360443141035
2012-01-01T22:00:00Z,0.0017556952292399,0.3874574488694545,0.1712753492352201,0.38761360443141035
2012-01-01T23:00:00Z,0.001671207020349,0.3597819168073506,0.1712753492352201,0.3599263443334152
2012-01-02T00:00:00Z,0.0001625734817963,0.4012952149005064,0.1712753492352201,0.40145589499032097
2012-01-02T01:00:00Z,0.0159762397090272,0.3736196828384025,0.1712753492352201,0.37376863489232576
2012-01-02T02:00:00Z,0.1588653692557282,0.3736196828384025,0.1712753492352201,0.37376863489232576
2012-01-02T03:00:00Z,0.0159554409365388,0.3874574488694545,0.1712753492352201,0.38761360443141035
2012-01-02T04:00:00Z,0.1596832611092781,0.3874574488694545,0.1712753492352201,0.38761360443141035
2012-01-02T05:00:00Z,0.0158235287067328,0.3597819168073506,0.0,0.3599263443334152
2012-01-02T06:00:00Z,0.0165474285929519,0.3597819168073506,0.0,0.3599263443334152
2012-01-02T07:00:00Z,0.0017786569017556,0.0,0.0,0.0
2012-01-02T08:00:00Z,0.1893240378341319,0.0,0.102705094585655,0.0
2012-01-02T09:00:00Z,0.0019809528669081,0.0,0.102705094585655,0.0
2012-01-02T10:00:00Z,0.0021008542070093,0.0,0.102705094585655,0.0
2012-01-02T11:00:00Z,0.0002135815803957,0.0,0.102705094585655,0.0
2012-01-02T12:00:00Z,0.2088991250580959,0.0,0.102705094585655,0.0
2012-01-02T13:00:00Z,0.0020641788945952,0.0,0.102705094585655,0.0
2012-01-02T14:00:00Z,0.2085191587804293,0.0,0.102705094585655,0.0
2012-01-02T15:00:00Z,0.2174900832937209,0.0,0.102705094585655,0.0
2012-01-02T16:00:00Z,2.295344856129561e-05,0.0,0.0,0.0
2012-01-02T17:00:00Z,0.0023013585249365,0.4012952149005064,0.1369706192075646,0.40145589499032097
2012-01-02T18:00:00Z,0.224586435707429,0.4151329809315584,0.1369706192075646,0.41530086452940557
2012-01-02T19:00:00Z,0.0021453665564228,0.2629175545899869,0.1369706192075646,0.2630222734805191
2012-01-02T20:00:00Z,0.2054271868673251,0.3182686187141947,0.1369706192075646,0.3183967936765094
2012-01-02T21:00:00Z,0.1993125396480048,0.3874574488694545,0.1712753492352201,0.38761360443141035
2012-01-02T22:00:00Z,0.0187436513006247,0.3736196828384025,0.1712753492352201,0.37376863489232576
2012-01-02T23:00:00Z,0.1777147708205011,0.3597819168073506,0.1712753492352201,0.3599263443334152
2012-01-03T00:00:00Z,0.0017104548640468,0.3874574488694545,0.1712753492352201,0.38761360443141035
2012-01-03T01:00:00Z,0.0166854657107586,0.3874574488694545,0.1712753492352201,0.38761360443141035
