timeindex,wind,pv_ground,pv_roof,pv_agri,pv_marsh
2012-01-03T07:00:00Z,0.818,0.00302511,0.002263507637011616,0.0020371568733104544,0.0020371568733104544
2012-01-03T08:00:00Z,0.743,0.09982862,0.07469574453898553,0.06722617008508698,0.06722617008508698
2012-01-03T09:00:00Z,0.637,0.254109214,0.1901346220547415,0.17112115984926735,0.17112115984926735
2012-01-03T10:00:00Z,0.613,0.346879244,0.2595488487740332,0.2335939638966299,0.2335939638966299
2012-01-03T11:00:00Z,0.587,0.326711846,0.244458799357102,0.22001291942139178,0.22001291942139178
2012-01-03T12:00:00Z,0.512,0.254109214,0.1901346220547415,0.17112115984926735,0.17112115984926735
2012-01-03T13:00:00Z,0.45,0.145205265,0.10864835535296087,0.09778351981766478,0.09778351981766478
2012-01-03T14:00:00Z,0.461,0.032267837,0.024144079216737897,0.021729671295064108,0.021729671295064108
2012-01-03T15:00:00Z,0.468,0.0,0.0,0.0,0.0
2012-01-03T16:00:00Z,0.439,0.0,0.0,0.0,0.0
2012-01-03T17:00:00Z,0.389,0.0,0.0,0.0,0.0
2012-01-03T18:00:00Z,0.313,0.0,0.0,0.0,0.0
2012-01-03T19:00:00Z,0.222,0.0,0.0,0.0,0.0
2012-01-03T20:00:00Z,0.195,0.0,0.0,0.0,0.0
2012-01-03T21:00:00Z,0.14,0.0,0.0,0.0,0.0
2012-01-03T22:00:00Z,0.117,0.0,0.0,0.0,0.0
2012-01-03T23:00:00Z,0.17,0.0,0.0,0.0,0.0
2012-01-04T00:00:00Z,0.309,0.0,0.0,0.0,0.0
2012-01-04T01:00:00Z,0.457,0.0,0.0,0.0,0.0
2012-01-04T02:00:00Z,0.516,0.0,0.0,0.0,0.0
2012-01-04T03:00:00Z,0.533,0.0,0.0,0.0,0.0
2012-01-04T04:00:00Z,0.587,0.0,0.0,0.0,0.0
2012-01-04T05:00:00Z,0.565,0.0,0.0,0.0,0.0
2012-01-04T06:00:00Z,0.613,0.0,0.0,0.0,0.0
2012-01-04T07:00:00Z,0.64,0.0,0.0,0.0,0.0
2012-01-04T08:00:00Z,0.613,0.0,0.0,0.0,0.0
2012-01-04T09:00:00Z,0.624,0.00403348,0.0030180101826821543,0.002716209164413939,0.002716209164413939
2012-01-04T10:00:00Z,0.61,0.030251097,0.022635074125396823,0.02037156671285714,0.02037156671285714
2012-01-04T11:00:00Z,0.586,0.039326426,0.02942559628819189,0.026483036659372697,0.026483036659372697
2012-01-04T12:00:00Z,0.68,0.029242727,0.021880571579726282,0.019692514421753654,0.019692514421753654
2012-01-04T13:00:00Z,0.707,0.015125548,0.011317536688578522,0.01018578301972067,0.01018578301972067
2012-01-04T14:00:00Z,0.675,0.006050219,0.004527014525783453,0.004074313073205107,0.004074313073205107
2012-01-04T15:00:00Z,0.646,0.0,0.0,0.0,0.0
2012-01-04T16:00:00Z,0.626,0.0,0.0,0.0,0.0
2012-01-04T17:00:00Z,0.589,0.0,0.0,0.0,0.0
2012-01-04T18:00:00Z,0.599,0.0,0.0,0.0,0.0
2012-01-04T19:00:00Z,0.625,0.0,0.0,0.0,0.0
2012-01-04T20:00:00Z,0.654,0.0,0.0,0.0,0.0
2012-01-04T21:00:00Z,0.674,0.0,0.0,0.0,0.0
2012-01-04T22:00:00Z,0.683,0.0,0.0,0.0,0.0
2012-01-04T23:00:00Z,0.674,0.0,0.0,0.0,0.0
2012-01-05T00:00:00Z,0.655,0.0,0.0,0.0,0.0
2012-01-05T01:00:00Z,0.642,0.0,0.0,0.0,0.0
2012-01-05T02:00:00Z,0.63,0.0,0.0,0.0,0.0
2012-01-05T03:00:00Z,0.612,0.0,0.0,0.0,0.0
2012-01-05T04:00:00Z,0.61,0.0,0.0,0.0,0.0
2012-01-05T05:00:00Z,0.544,0.0,0.0,0.0,0.0
2012-01-05T06:00:00Z,0.473,0.0,0.0,0.0,0.0
2012-01-05T07:00:00Z,0.414,0.0,0.0,0.0,0.0
2012-01-05T08:00:00Z,0.351,0.020167398,0.015090049416931213,0.013581044475238092,0.013581044475238092
2012-01-05T09:00:00Z,0.316,0.077644482,0.05809669003071324,0.05228702102764191,0.05228702102764191
2012-01-05T10:00:00Z,0.299,0.215791158,0.16146352831222013,0.14531717548099812,0.14531717548099812
2012-01-05T11:00:00Z,0.314,0.322678367,0.24144078992265966,0.21729671093039368,0.21729671093039368
2012-01-05T12:00:00Z,0.309,0.237975295,0.17806258207225265,0.16025632386502736,0.16025632386502736
2012-01-05T13:00:00Z,0.317,0.128062977,0.09582181357304127,0.08623963221573715,0.08623963221573715
2012-01-05T14:00:00Z,0.397,0.025209247,0.018862561397044127,0.016976305257339716,0.016976305257339716
2012-01-05T15:00:00Z,0.486,0.0,0.0,0.0,0.0
2012-01-05T16:00:00Z,0.494,0.0,0.0,0.0,0.0
2012-01-05T17:00:00Z,0.475,0.0,0.0,0.0,0.0
2012-01-05T18:00:00Z,0.437,0.0,0.0,0.0,0.0
2012-01-05T19:00:00Z,0.389,0.0,0.0,0.0,0.0
2012-01-05T20:00:00Z,0.352,0.0,0.0,0.0,0.0
2012-01-05T21:00:00Z,0.331,0.0,0.0,0.0,0.0
2012-01-05T22:00:00Z,0.31,0.0,0.0,0.0,0.0
2012-01-05T23:00:00Z,0.288,0.0,0.0,0.0,0.0
2012-01-06T00:00:00Z,0.271,0.0,0.0,0.0,0.0
2012-01-06T01:00:00Z,0.244,0.0,0.0,0.0,0.0
2012-01-06T02:00:00Z,0.221,0.0,0.0,0.0,0.0
2012-01-06T03:00:00Z,0.202,0.0,0.0,0.0,0.0
2012-01-06T04:00:00Z,0.182,0.0,0.0,0.0,0.0
2012-01-06T05:00:00Z,0.165,0.0,0.0,0.0,0.0
2012-01-06T06:00:00Z,0.154,0.0,0.0,0.0,0.0
2012-01-06T07:00:00Z,0.14,0.011092069,0.008299527254136145,0.007469574528722531,0.007469574528722531
2012-01-06T08:00:00Z,0.12,0.175456362,0.1312834294783577,0.11815508653052192,0.11815508653052192
2012-01-06T09:00:00Z,0.084,0.317636517,0.23766827719430694,0.21390144947487624,0.21390144947487624
2012-01-06T10:00:00Z,0.065,0.313603038,0.23465026775986458,0.21118524098387811,0.21118524098387811
2012-01-06T11:00:00Z,0.054,0.308561188,0.23087775503151187,0.20778997952836067,0.20778997952836067
2012-01-06T12:00:00Z,0.042,0.260159433,0.19466163658052493,0.17519547292247242,0.17519547292247242
2012-01-06T13:00:00Z,0.028,0.121004387,0.0905402957533475,0.08148626617801276,0.08148626617801276
2012-01-06T14:00:00Z,0.022,0.019159028,0.014335546871260676,0.012901992184134608,0.012901992184134608
2012-01-06T15:00:00Z,0.028,0.0,0.0,0.0,0.0
2012-01-06T16:00:00Z,0.04,0.0,0.0,0.0,0.0
2012-01-06T17:00:00Z,0.062,0.0,0.0,0.0,0.0
2012-01-06T18:00:00Z,0.095,0.0,0.0,0.0,0.0
2012-01-06T19:00:00Z,0.137,0.0,0.0,0.0,0.0
2012-01-06T20:00:00Z,0.189,0.0,0.0,0.0,0.0
2012-01-06T21:00:00Z,0.245,0.0,0.0,0.0,0.0
2012-01-06T22:00:00Z,0.276,0.0,0.0,0.0,0.0
2012-01-06T23:00:00Z,0.267,0.0,0.0,0.0,0.0
2012-01-07T00:00:00Z,0.242,0.0,0.0,0.0,0.0
2012-01-07T01:00:00Z,0.23,0.0,0.0,0.0,0.0
2012-01-07T02:00:00Z,0.234,0.0,0.0,0.0,0.0
2012-01-07T03:00:00Z,0.235,0.0,0.0,0.0,0.0
2012-01-07T04:00:00Z,0.227,0.0,0.0,0.0,0.0
2012-01-07T05:00:00Z,0.223,0.0,0.0,0.0,0.0
2012-01-07T06:00:00Z,0.23,0.0,0.0,0.0,0.0
2012-01-07T07:00:00Z,0.242,0.0,0.0,0.0,0.0
2012-01-07T08:00:00Z,0.257,0.00403348,0.0030180101826821543,0.002716209164413939,0.002716209164413939
2012-01-07T09:00:00Z,0.262,0.010083699,0.0075450247084656065,0.006790522237619046,0.006790522237619046
2012-01-07T10:00:00Z,0.283,0.014117179,0.010563034891147762,0.009506731402032986,0.009506731402032986
2012-01-07T11:00:00Z,0.331,0.019159028,0.014335546871260676,0.012901992184134608,0.012901992184134608
2012-01-07T12:00:00Z,0.379,0.019159028,0.014335546871260676,0.012901992184134608,0.012901992184134608
2012-01-07T13:00:00Z,0.413,0.011092069,0.008299527254136145,0.007469574528722531,0.007469574528722531
2012-01-07T14:00:00Z,0.471,0.00100837,0.0007545025456705386,0.0006790522911034847,0.0006790522911034847
2012-01-07T15:00:00Z,0.526,0.0,0.0,0.0,0.0
2012-01-07T16:00:00Z,0.544,0.0,0.0,0.0,0.0
2012-01-07T17:00:00Z,0.629,0.0,0.0,0.0,0.0
2012-01-07T18:00:00Z,0.746,0.0,0.0,0.0,0.0
2012-01-07T19:00:00Z,0.813,0.0,0.0,0.0,0.0
2012-01-07T20:00:00Z,0.813,0.0,0.0,0.0,0.0
2012-01-07T21:00:00Z,0.831,0.0,0.0,0.0,0.0
2012-01-07T22:00:00Z,0.824,0.0,0.0,0.0,0.0
2012-01-07T23:00:00Z,0.845,0.0,0.0,0.0,0.0
2012-01-08T00:00:00Z,0.813,0.0,0.0,0.0,0.0
2012-01-08T01:00:00Z,0.848,0.0,0.0,0.0,0.0
2012-01-08T02:00:00Z,0.852,0.0,0.0,0.0,0.0
2012-01-08T03:00:00Z,0.857,0.0,0.0,0.0,0.0
2012-01-08T04:00:00Z,0.885,0.0,0.0,0.0,0.0
2012-01-08T05:00:00Z,0.903,0.0,0.0,0.0,0.0
2012-01-08T06:00:00Z,0.898,0.0,0.0,0.0,0.0
2012-01-08T07:00:00Z,0.903,0.0,0.0,0.0,0.0
2012-01-08T08:00:00Z,0.88,0.00302511,0.002263507637011616,0.0020371568733104544,0.0020371568733104544
2012-01-08T09:00:00Z,0.878,0.00201674,0.0015090050913410772,0.0013581045822069694,0.0013581045822069694
2012-01-08T10:00:00Z,0.889,0.00302511,0.002263507637011616,0.0020371568733104544,0.0020371568733104544
2012-01-08T11:00:00Z,0.917,0.005041849,0.003772511980112914,0.003395260782101623,0.003395260782101623
2012-01-08T12:00:00Z,0.934,0.005041849,0.003772511980112914,0.003395260782101623,0.003395260782101623
2012-01-08T13:00:00Z,0.935,0.00403348,0.0030180101826821543,0.002716209164413939,0.002716209164413939
2012-01-08T14:00:00Z,0.934,0.0,0.0,0.0,0.0
2012-01-08T15:00:00Z,0.931,0.0,0.0,0.0,0.0
2012-01-08T16:00:00Z,0.91,0.0,0.0,0.0,0.0
2012-01-08T17:00:00Z,0.88,0.0,0.0,0.0,0.0
2012-01-08T18:00:00Z,0.843,0.0,0.0,0.0,0.0
2012-01-08T19:00:00Z,0.828,0.0,0.0,0.0,0.0
2012-01-08T20:00:00Z,0.848,0.0,0.0,0.0,0.0
2012-01-08T21:00:00Z,0.886,0.0,0.0,0.0,0.0
2012-01-08T22:00:00Z,0.907,0.0,0.0,0.0,0.0
2012-01-08T23:00:00Z,0.909,0.0,0.0,0.0,0.0
2012-01-09T00:00:00Z,0.909,0.0,0.0,0.0,0.0
2012-01-09T01:00:00Z,0.908,0.0,0.0,0.0,0.0
2012-01-09T02:00:00Z,0.905,0.0,0.0,0.0,0.0
2012-01-09T03:00:00Z,0.908,0.0,0.0,0.0,0.0
2012-01-09T04:00:00Z,0.898,0.0,0.0,0.0,0.0
2012-01-09T05:00:00Z,0.885,0.0,0.0,0.0,0.0
2012-01-09T06:00:00Z,0.869,0.0,0.0,0.0,0.0
2012-01-09T07:00:00Z,0.855,0.0,0.0,0.0,0.0
2012-01-09T08:00:00Z,0.84,0.012100439,0.009054029799806684,0.008148626819826015,0.008148626819826015
2012-01-09T09:00:00Z,0.842,0.025209247,0.018862561397044127,0.016976305257339716,0.016976305257339716
2012-01-09T10:00:00Z,0.846,0.031259467,0.02338957667106736,0.021050619003960623,0.021050619003960623
2012-01-09T11:00:00Z,0.852,0.031259467,0.02338957667106736,0.021050619003960623,0.021050619003960623
2012-01-09T12:00:00Z,0.854,0.024200877,0.01810805885137359,0.016297252966236228,0.016297252966236228
2012-01-09T13:00:00Z,0.849,0.011092069,0.008299527254136145,0.007469574528722531,0.007469574528722531
2012-01-09T14:00:00Z,0.845,0.0,0.0,0.0,0.0
2012-01-09T15:00:00Z,0.845,0.0,0.0,0.0,0.0
2012-01-09T16:00:00Z,0.836,0.0,0.0,0.0,0.0
2012-01-09T17:00:00Z,0.825,0.0,0.0,0.0,0.0
2012-01-09T18:00:00Z,0.776,0.0,0.0,0.0,0.0
2012-01-09T19:00:00Z,0.743,0.0,0.0,0.0,0.0
2012-01-09T20:00:00Z,0.718,0.0,0.0,0.0,0.0
2012-01-09T21:00:00Z,0.674,0.0,0.0,0.0,0.0
2012-01-09T22:00:00Z,0.627,0.0,0.0,0.0,0.0
2012-01-09T23:00:00Z,0.605,0.0,0.0,0.0,0.0
2012-01-10T00:00:00Z,0.638,0.0,0.0,0.0,0.0
2012-01-10T01:00:00Z,0.621,0.0,0.0,0.0,0.0
2012-01-10T02:00:00Z,0.611,0.0,0.0,0.0,0.0
2012-01-10T03:00:00Z,0.614,0.0,0.0,0.0,0.0
2012-01-10T04:00:00Z,0.555,0.0,0.0,0.0,0.0
2012-01-10T05:00:00Z,0.498,0.0,0.0,0.0,0.0
2012-01-10T06:00:00Z,0.457,0.0,0.0,0.0,0.0
2012-01-10T07:00:00Z,0.398,0.006050219,0.004527014525783453,0.004074313073205107,0.004074313073205107
2012-01-10T08:00:00Z,0.294,0.117979278,0.08827678886457567,0.0794491099781181,0.0794491099781181
2012-01-10T09:00:00Z,0.21,0.206715829,0.15467300614942506,0.13920570553448253,0.13920570553448253
2012-01-10T10:00:00Z,0.177,0.182514951,0.1365649465498117,0.12290845189483052,0.12290845189483052
2012-01-10T11:00:00Z,0.148,0.157305704,0.11770238515276756,0.10593214663749079,0.10593214663749079
2012-01-10T12:00:00Z,0.134,0.101845359,0.07620474888208682,0.06858427399387815,0.06858427399387815
2012-01-10T13:00:00Z,0.129,0.056468714,0.04225213806811149,0.03802692426130034,0.03802692426130034
2012-01-10T14:00:00Z,0.135,0.005041849,0.003772511980112914,0.003395260782101623,0.003395260782101623
2012-01-10T15:00:00Z,0.14,0.0,0.0,0.0,0.0
2012-01-10T16:00:00Z,0.128,0.0,0.0,0.0,0.0
2012-01-10T17:00:00Z,0.104,0.0,0.0,0.0,0.0
2012-01-10T18:00:00Z,0.093,0.0,0.0,0.0,0.0
2012-01-10T19:00:00Z,0.123,0.0,0.0,0.0,0.0
2012-01-10T20:00:00Z,0.192,0.0,0.0,0.0,0.0
2012-01-10T21:00:00Z,0.275,0.0,0.0,0.0,0.0
2012-01-10T22:00:00Z,0.349,0.0,0.0,0.0,0.0
2012-01-10T23:00:00Z,0.387,0.0,0.0,0.0,0.0
2012-01-11T00:00:00Z,0.412,0.0,0.0,0.0,0.0
2012-01-11T01:00:00Z,0.457,0.0,0.0,0.0,0.0
2012-01-11T02:00:00Z,0.508,0.0,0.0,0.0,0.0
2012-01-11T03:00:00Z,0.584,0.0,0.0,0.0,0.0
2012-01-11T04:00:00Z,0.615,0.0,0.0,0.0,0.0
2012-01-11T05:00:00Z,0.635,0.0,0.0,0.0,0.0
2012-01-11T06:00:00Z,0.565,0.0,0.0,0.0,0.0
2012-01-11T07:00:00Z,0.506,0.0,0.0,0.0,0.0
2012-01-11T08:00:00Z,0.529,0.0,0.0,0.0,0.0
2012-01-11T09:00:00Z,0.622,0.00100837,0.0007545025456705386,0.0006790522911034847,0.0006790522911034847
2012-01-11T10:00:00Z,0.632,0.008066959,0.0060360196171245295,0.005432417655412077,0.005432417655412077
2012-01-11T11:00:00Z,0.613,0.012100439,0.009054029799806684,0.008148626819826015,0.008148626819826015
2012-01-11T12:00:00Z,0.649,0.010083699,0.0075450247084656065,0.006790522237619046,0.006790522237619046
2012-01-11T13:00:00Z,0.694,0.006050219,0.004527014525783453,0.004074313073205107,0.004074313073205107
2012-01-11T14:00:00Z,0.745,0.0,0.0,0.0,0.0
2012-01-11T15:00:00Z,0.755,0.0,0.0,0.0,0.0
2012-01-11T16:00:00Z,0.745,0.0,0.0,0.0,0.0
2012-01-11T17:00:00Z,0.718,0.0,0.0,0.0,0.0
2012-01-11T18:00:00Z,0.652,0.0,0.0,0.0,0.0
2012-01-11T19:00:00Z,0.554,0.0,0.0,0.0,0.0
2012-01-11T20:00:00Z,0.449,0.0,0.0,0.0,0.0
2012-01-11T21:00:00Z,0.42,0.0,0.0,0.0,0.0
2012-01-11T22:00:00Z,0.401,0.0,0.0,0.0,0.0
2012-01-11T23:00:00Z,0.398,0.0,0.0,0.0,0.0
2012-01-12T00:00:00Z,0.365,0.0,0.0,0.0,0.0
2012-01-12T01:00:00Z,0.347,0.0,0.0,0.0,0.0
2012-01-12T02:00:00Z,0.365,0.0,0.0,0.0,0.0
2012-01-12T03:00:00Z,0.417,0.0,0.0,0.0,0.0
2012-01-12T04:00:00Z,0.453,0.0,0.0,0.0,0.0
2012-01-12T05:00:00Z,0.477,0.0,0.0,0.0,0.0
2012-01-12T06:00:00Z,0.489,0.0,0.0,0.0,0.0
2012-01-12T07:00:00Z,0.501,0.0,0.0,0.0,0.0
2012-01-12T08:00:00Z,0.504,0.006050219,0.004527014525783453,0.004074313073205107,0.004074313073205107
2012-01-12T09:00:00Z,0.561,0.012100439,0.009054029799806684,0.008148626819826015,0.008148626819826015
2012-01-12T10:00:00Z,0.671,0.023192508,0.01735355705394283,0.015618201348548546,0.015618201348548546
2012-01-12T11:00:00Z,0.765,0.040334796,0.030180098833862426,0.027162088950476185,0.027162088950476185
2012-01-12T12:00:00Z,0.737,0.046385015,0.03470711335964588,0.031236402023681293,0.031236402023681293
2012-01-12T13:00:00Z,0.752,0.020167398,0.015090049416931213,0.013581044475238092,0.013581044475238092
2012-01-12T14:00:00Z,0.803,0.0,0.0,0.0,0.0
2012-01-12T15:00:00Z,0.823,0.0,0.0,0.0,0.0
2012-01-12T16:00:00Z,0.792,0.0,0.0,0.0,0.0
2012-01-12T17:00:00Z,0.839,0.0,0.0,0.0,0.0
2012-01-12T18:00:00Z,0.82,0.0,0.0,0.0,0.0
2012-01-12T19:00:00Z,0.775,0.0,0.0,0.0,0.0
2012-01-12T20:00:00Z,0.772,0.0,0.0,0.0,0.0
2012-01-12T21:00:00Z,0.765,0.0,0.0,0.0,0.0
2012-01-12T22:00:00Z,0.789,0.0,0.0,0.0,0.0
2012-01-12T23:00:00Z,0.745,0.0,0.0,0.0,0.0
2012-01-13T00:00:00Z,0.765,0.0,0.0,0.0,0.0
2012-01-13T01:00:00Z,0.767,0.0,0.0,0.0,0.0
2012-01-13T02:00:00Z,0.75,0.0,0.0,0.0,0.0
2012-01-13T03:00:00Z,0.763,0.0,0.0,0.0,0.0
2012-01-13T04:00:00Z,0.755,0.0,0.0,0.0,0.0
2012-01-13T05:00:00Z,0.755,0.0,0.0,0.0,0.0
2012-01-13T06:00:00Z,0.787,0.0,0.0,0.0,0.0
2012-01-13T07:00:00Z,0.786,0.0,0.0,0.0,0.0
2012-01-13T08:00:00Z,0.809,0.005041849,0.003772511980112914,0.003395260782101623,0.003395260782101623
2012-01-13T09:00:00Z,0.827,0.020167398,0.015090049416931213,0.013581044475238092,0.013581044475238092
2012-01-13T10:00:00Z,0.848,0.049410125,0.036970620996657495,0.033273558896991746,0.033273558896991746
2012-01-13T11:00:00Z,0.853,0.042351536,0.03168910392520351,0.028520193532683154,0.028520193532683154
2012-01-13T12:00:00Z,0.878,0.013108809,0.009808532345477223,0.008827679110929501,0.008827679110929501
2012-01-13T13:00:00Z,0.882,0.010083699,0.0075450247084656065,0.006790522237619046,0.006790522237619046
2012-01-13T14:00:00Z,0.903,0.00100837,0.0007545025456705386,0.0006790522911034847,0.0006790522911034847
2012-01-13T15:00:00Z,0.923,0.0,0.0,0.0,0.0
2012-01-13T16:00:00Z,0.941,0.0,0.0,0.0,0.0
2012-01-13T17:00:00Z,0.947,0.0,0.0,0.0,0.0
2012-01-13T18:00:00Z,0.948,0.0,0.0,0.0,0.0
2012-01-13T19:00:00Z,0.947,0.0,0.0,0.0,0.0
2012-01-13T20:00:00Z,0.944,0.0,0.0,0.0,0.0
2012-01-13T21:00:00Z,0.95,0.0,0.0,0.0,0.0
2012-01-13T22:00:00Z,0.955,0.0,0.0,0.0,0.0
2012-01-13T23:00:00Z,0.97,0.0,0.0,0.0,0.0
2012-01-14T00:00:00Z,0.971,0.0,0.0,0.0,0.0
2012-01-14T01:00:00Z,0.957,0.0,0.0,0.0,0.0
2012-01-14T02:00:00Z,0.942,0.0,0.0,0.0,0.0
2012-01-14T03:00:00Z,0.954,0.0,0.0,0.0,0.0
2012-01-14T04:00:00Z,0.963,0.0,0.0,0.0,0.0
2012-01-14T05:00:00Z,0.963,0.0,0.0,0.0,0.0
2012-01-14T06:00:00Z,0.959,0.0,0.0,0.0,0.0
2012-01-14T07:00:00Z,0.954,0.020167398,0.015090049416931213,0.013581044475238092,0.013581044475238092
2012-01-14T08:00:00Z,0.945,0.158314074,0.1184568876984381,0.10661119892859429,0.10661119892859429
2012-01-14T09:00:00Z,0.938,0.254109214,0.1901346220547415,0.17112115984926735,0.17112115984926735
2012-01-14T10:00:00Z,0.958,0.28940216,0.21654220816025121,0.1948879873442261,0.1948879873442261
2012-01-14T11:00:00Z,0.948,0.205707459,0.15391850360375453,0.13852665324337907,0.13852665324337907
2012-01-14T12:00:00Z,0.936,0.222849747,0.1667450453836741,0.1500705408453067,0.1500705408453067
2012-01-14T13:00:00Z,0.939,0.213774418,0.15995452322087902,0.14395907089879112,0.14395907089879112
2012-01-14T14:00:00Z,0.948,0.053443604,0.03998863043109987,0.03598976738798988,0.03598976738798988
2012-01-14T15:00:00Z,0.957,0.0,0.0,0.0,0.0
2012-01-14T16:00:00Z,0.963,0.0,0.0,0.0,0.0
2012-01-14T17:00:00Z,0.957,0.0,0.0,0.0,0.0
2012-01-14T18:00:00Z,0.94,0.0,0.0,0.0,0.0
2012-01-14T19:00:00Z,0.928,0.0,0.0,0.0,0.0
2012-01-14T20:00:00Z,0.921,0.0,0.0,0.0,0.0
2012-01-14T21:00:00Z,0.913,0.0,0.0,0.0,0.0
2012-01-14T22:00:00Z,0.911,0.0,0.0,0.0,0.0
2012-01-14T23:00:00Z,0.921,0.0,0.0,0.0,0.0
2012-01-15T00:00:00Z,0.925,0.0,0.0,0.0,0.0
2012-01-15T01:00:00Z,0.926,0.0,0.0,0.0,0.0
2012-01-15T02:00:00Z,0.901,0.0,0.0,0.0,0.0
2012-01-15T03:00:00Z,0.823,0.0,0.0,0.0,0.0
2012-01-15T04:00:00Z,0.733,0.0,0.0,0.0,0.0
2012-01-15T05:00:00Z,0.697,0.0,0.0,0.0,0.0
2012-01-15T06:00:00Z,0.853,0.0,0.0,0.0,0.0
2012-01-15T07:00:00Z,0.895,0.0,0.0,0.0,0.0
2012-01-15T08:00:00Z,0.896,0.00201674,0.0015090050913410772,0.0013581045822069694,0.0013581045822069694
2012-01-15T09:00:00Z,0.864,0.010083699,0.0075450247084656065,0.006790522237619046,0.006790522237619046
2012-01-15T10:00:00Z,0.821,0.016133918,0.012072039234249059,0.010864835310824154,0.010864835310824154
2012-01-15T11:00:00Z,0.796,0.017142288,0.012826541779919596,0.011543887601927637,0.011543887601927637
